Country or Area,Year,Area,Sex,Age,Record Type,Source Year,Value,Deaths
Poland,1960,Rural,Male,80 +,Census - de facto - complete tabulation,1964,41216.0,
Poland,1960,Urban,Female,0,Census - de facto - complete tabulation,1964,119366.0,
Poland,1960,Urban,Female,1 - 4,Census - de facto - complete tabulation,1964,607914.0,
Poland,1960,Urban,Female,10 - 14,Census - de facto - complete tabulation,1964,677217.0,
Poland,1960,Urban,Female,15 - 19,Census - de facto - complete tabulation,1964,485629.0,
Poland,1960,Urban,Female,20 - 24,Census - de facto - complete tabulation,1964,568719.0,
Poland,1960,Urban,Female,25 - 29,Census - de facto - complete tabulation,1964,622211.0,
Poland,1960,Urban,Female,30 - 34,Census - de facto - complete tabulation,1964,632640.0,
Poland,1960,Urban,Female,35 - 39,Census - de facto - complete tabulation,1964,576382.0,
Poland,1960,Urban,Female,40 - 44,Census - de facto - complete tabulation,1964,357098.0,
Poland,1960,Urban,Female,45 - 49,Census - de facto - complete tabulation,1964,427577.0,
Poland,1960,Urban,Female,5 - 9,Census - de facto - complete tabulation,1964,788829.0,
Poland,1960,Urban,Female,50 - 54,Census - de facto - complete tabulation,1964,431068.0,
Poland,1960,Urban,Female,55 - 59,Census - de facto - complete tabulation,1964,361487.0,
Poland,1960,Urban,Female,60 - 64,Census - de facto - complete tabulation,1964,295440.0,
Poland,1960,Urban,Female,65 - 69,Census - de facto - complete tabulation,1964,208572.0,
Poland,1960,Urban,Female,70 - 74,Census - de facto - complete tabulation,1964,151537.0,
Poland,1960,Urban,Female,75 - 79,Census - de facto - complete tabulation,1964,88481.0,
Poland,1960,Urban,Female,80 +,Census - de facto - complete tabulation,1964,66737.0,
Poland,1960,Urban,Male,0,Census - de facto - complete tabulation,1964,125435.0,
Poland,1960,Urban,Male,1 - 4,Census - de facto - complete tabulation,1964,638795.0,
Poland,1960,Urban,Male,10 - 14,Census - de facto - complete tabulation,1964,696905.0,
Poland,1960,Urban,Male,15 - 19,Census - de facto - complete tabulation,1964,503692.0,
Poland,1960,Urban,Male,20 - 24,Census - de facto - complete tabulation,1964,454478.0,
Poland,1960,Urban,Male,25 - 29,Census - de facto - complete tabulation,1964,611416.0,
Poland,1960,Urban,Male,30 - 34,Census - de facto - complete tabulation,1964,608613.0,
Poland,1960,Urban,Male,35 - 39,Census - de facto - complete tabulation,1964,502382.0,
Poland,1960,Urban,Male,40 - 44,Census - de facto - complete tabulation,1964,303540.0,
Poland,1960,Urban,Male,45 - 49,Census - de facto - complete tabulation,1964,354039.0,
Poland,1960,Urban,Male,5 - 9,Census - de facto - complete tabulation,1964,822670.0,
Poland,1960,Urban,Male,50 - 54,Census - de facto - complete tabulation,1964,358929.0,
Poland,1960,Urban,Male,55 - 59,Census - de facto - complete tabulation,1964,282119.0,
Poland,1960,Urban,Male,60 - 64,Census - de facto - complete tabulation,1964,194784.0,
Poland,1960,Urban,Male,65 - 69,Census - de facto - complete tabulation,1964,122115.0,
Poland,1960,Urban,Male,70 - 74,Census - de facto - complete tabulation,1964,80324.0,
Poland,1960,Urban,Male,75 - 79,Census - de facto - complete tabulation,1964,43270.0,
Poland,1960,Urban,Male,80 +,Census - de facto - complete tabulation,1964,27567.0,
Poland,1968,Rural,Female,0,Estimate - de jure,1969,143200.0,4431.0
Poland,1968,Rural,Female,1 - 4,Estimate - de jure,1969,565700.0,643.0
Poland,1968,Rural,Female,10 - 14,Estimate - de jure,1969,899500.0,292.0
Poland,1968,Rural,Female,15 - 19,Estimate - de jure,1969,764700.0,339.0
Poland,1968,Rural,Female,20 - 24,Estimate - de jure,1969,522400.0,376.0
Poland,1968,Rural,Female,25 - 29,Estimate - de jure,1969,431700.0,309.0
Poland,1968,Rural,Female,30 - 34,Estimate - de jure,1969,475600.0,473.0
Poland,1968,Rural,Female,35 - 39,Estimate - de jure,1969,524000.0,737.0
Poland,1968,Rural,Female,40 - 44,Estimate - de jure,1969,522600.0,1041.0
Poland,1968,Rural,Female,45 - 49,Estimate - de jure,1969,440300.0,1337.0
Poland,1968,Rural,Female,5 - 9,Estimate - de jure,1969,812300.0,308.0
Poland,1968,Rural,Female,50 - 54,Estimate - de jure,1969,344500.0,1683.0
Poland,1968,Rural,Female,55 - 59,Estimate - de jure,1969,439400.0,3215.0
Poland,1968,Rural,Female,60 - 64,Estimate - de jure,1969,387700.0,4688.0
Poland,1968,Rural,Female,65 - 69,Estimate - de jure,1969,316400.0,6839.0
Poland,1968,Rural,Female,70 - 74,Estimate - de jure,1969,206300.0,8550.0
Poland,1968,Rural,Female,75 - 79,Estimate - de jure,1969,123400.0,8698.0
Poland,1968,Rural,Female,80 +,Estimate - de jure,1969,116700.0,13829.0
Poland,1968,Rural,Male,0,Estimate - de jure,1969,151000.0,5919.0
Poland,1968,Rural,Male,1 - 4,Estimate - de jure,1969,596500.0,815.0
Poland,1968,Rural,Male,10 - 14,Estimate - de jure,1969,938500.0,448.0
Poland,1968,Rural,Male,15 - 19,Estimate - de jure,1969,794900.0,958.0
Poland,1968,Rural,Male,20 - 24,Estimate - de jure,1969,548100.0,1202.0
Poland,1968,Rural,Male,25 - 29,Estimate - de jure,1969,458600.0,972.0
Poland,1968,Rural,Male,30 - 34,Estimate - de jure,1969,495300.0,1096.0
Poland,1968,Rural,Male,35 - 39,Estimate - de jure,1969,516300.0,1475.0
Poland,1968,Rural,Male,40 - 44,Estimate - de jure,1969,457900.0,1781.0
Poland,1968,Rural,Male,45 - 49,Estimate - de jure,1969,380300.0,2047.0
Poland,1968,Rural,Male,5 - 9,Estimate - de jure,1969,849400.0,483.0
Poland,1968,Rural,Male,50 - 54,Estimate - de jure,1969,297200.0,2523.0
Poland,1968,Rural,Male,55 - 59,Estimate - de jure,1969,398200.0,5569.0
Poland,1968,Rural,Male,60 - 64,Estimate - de jure,1969,351100.0,8045.0
Poland,1968,Rural,Male,65 - 69,Estimate - de jure,1969,258100.0,9712.0
Poland,1968,Rural,Male,70 - 74,Estimate - de jure,1969,152200.0,9254.0
Poland,1968,Rural,Male,75 - 79,Estimate - de jure,1969,79900.0,7031.0
Poland,1968,Rural,Male,80 +,Estimate - de jure,1969,58900.0,8391.0
Poland,1968,Urban,Female,0,Estimate - de jure,1969,109700.0,2976.0
Poland,1968,Urban,Female,1 - 4,Estimate - de jure,1969,452700.0,364.0
Poland,1968,Urban,Female,10 - 14,Estimate - de jure,1969,830000.0,200.0
Poland,1968,Urban,Female,15 - 19,Estimate - de jure,1969,866400.0,348.0
Poland,1968,Urban,Female,20 - 24,Estimate - de jure,1969,680300.0,356.0
Poland,1968,Urban,Female,25 - 29,Estimate - de jure,1969,601300.0,369.0
Poland,1968,Urban,Female,30 - 34,Estimate - de jure,1969,654800.0,546.0
Poland,1968,Urban,Female,35 - 39,Estimate - de jure,1969,664700.0,938.0
Poland,1968,Urban,Female,40 - 44,Estimate - de jure,1969,620500.0,1420.0
Poland,1968,Urban,Female,45 - 49,Estimate - de jure,1969,471600.0,1660.0
Poland,1968,Urban,Female,5 - 9,Estimate - de jure,1969,675600.0,213.0
Poland,1968,Urban,Female,50 - 54,Estimate - de jure,1969,349900.0,1912.0
Poland,1968,Urban,Female,55 - 59,Estimate - de jure,1969,439200.0,3543.0
Poland,1968,Urban,Female,60 - 64,Estimate - de jure,1969,386400.0,5150.0
Poland,1968,Urban,Female,65 - 69,Estimate - de jure,1969,310400.0,7022.0
Poland,1968,Urban,Female,70 - 74,Estimate - de jure,1969,211900.0,8334.0
Poland,1968,Urban,Female,75 - 79,Estimate - de jure,1969,133000.0,8245.0
Poland,1968,Urban,Female,80 +,Estimate - de jure,1969,116600.0,13599.0
Poland,1968,Urban,Male,0,Estimate - de jure,1969,116500.0,4162.0
Poland,1968,Urban,Male,1 - 4,Estimate - de jure,1969,478300.0,478.0
Poland,1968,Urban,Male,10 - 14,Estimate - de jure,1969,867300.0,372.0
Poland,1968,Urban,Male,15 - 19,Estimate - de jure,1969,888700.0,774.0
Poland,1968,Urban,Male,20 - 24,Estimate - de jure,1969,649700.0,857.0
Poland,1968,Urban,Male,25 - 29,Estimate - de jure,1969,583200.0,956.0
Poland,1968,Urban,Male,30 - 34,Estimate - de jure,1969,646200.0,1359.0
Poland,1968,Urban,Male,35 - 39,Estimate - de jure,1969,669400.0,2059.0
Poland,1968,Urban,Male,40 - 44,Estimate - de jure,1969,559200.0,2606.0
Poland,1968,Urban,Male,45 - 49,Estimate - de jure,1969,407600.0,2689.0
Poland,1968,Urban,Male,5 - 9,Estimate - de jure,1969,710900.0,409.0
Poland,1968,Urban,Male,50 - 54,Estimate - de jure,1969,282100.0,2947.0
Poland,1968,Urban,Male,55 - 59,Estimate - de jure,1969,348500.0,5784.0
Poland,1968,Urban,Male,60 - 64,Estimate - de jure,1969,287400.0,7617.0
Poland,1968,Urban,Male,65 - 69,Estimate - de jure,1969,198700.0,8460.0
Poland,1968,Urban,Male,70 - 74,Estimate - de jure,1969,114100.0,7385.0
Poland,1968,Urban,Male,75 - 79,Estimate - de jure,1969,60100.0,5646.0
Poland,1968,Urban,Male,80 +,Estimate - de jure,1969,43100.0,6780.0
Poland,1969,Rural,Female,0,Estimate - de jure,1970,144200.0,
Poland,1969,Rural,Female,1 - 4,Estimate - de jure,1970,546800.0,
Poland,1969,Rural,Female,10 - 14,Estimate - de jure,1970,897000.0,
Poland,1969,Rural,Female,15 - 19,Estimate - de jure,1970,787600.0,
Poland,1969,Rural,Female,20 - 24,Estimate - de jure,1970,561100.0,
Poland,1969,Rural,Female,25 - 29,Estimate - de jure,1970,415700.0,
Poland,1969,Rural,Female,30 - 34,Estimate - de jure,1970,467200.0,
Poland,1969,Rural,Female,35 - 39,Estimate - de jure,1970,509200.0,
Poland,1969,Rural,Female,40 - 44,Estimate - de jure,1970,523700.0,
Poland,1969,Rural,Female,45 - 49,Estimate - de jure,1970,469900.0,
Poland,1969,Rural,Female,5 - 9,Estimate - de jure,1970,774400.0,
Poland,1969,Rural,Female,50 - 54,Estimate - de jure,1970,325600.0,
Poland,1969,Rural,Female,55 - 59,Estimate - de jure,1970,435300.0,
Poland,1969,Rural,Female,60 - 64,Estimate - de jure,1970,394200.0,
Poland,1969,Rural,Female,65 - 69,Estimate - de jure,1970,325400.0,
Poland,1969,Rural,Female,70 - 74,Estimate - de jure,1970,220300.0,
Poland,1969,Rural,Female,75 - 79,Estimate - de jure,1970,125700.0,
Poland,1969,Rural,Female,80 +,Estimate - de jure,1970,119100.0,
Poland,1969,Rural,Male,0,Estimate - de jure,1970,152300.0,
Poland,1969,Rural,Male,1 - 4,Estimate - de jure,1970,576600.0,
Poland,1969,Rural,Male,10 - 14,Estimate - de jure,1970,936100.0,
Poland,1969,Rural,Male,15 - 19,Estimate - de jure,1970,828700.0,
Poland,1969,Rural,Male,20 - 24,Estimate - de jure,1970,595000.0,
Poland,1969,Rural,Male,25 - 29,Estimate - de jure,1970,436500.0,
Poland,1969,Rural,Male,30 - 34,Estimate - de jure,1970,486800.0,
Poland,1969,Rural,Male,35 - 39,Estimate - de jure,1970,507700.0,
Poland,1969,Rural,Male,40 - 44,Estimate - de jure,1970,469700.0,
Poland,1969,Rural,Male,45 - 49,Estimate - de jure,1970,394400.0,
Poland,1969,Rural,Male,5 - 9,Estimate - de jure,1970,811600.0,
Poland,1969,Rural,Male,50 - 54,Estimate - de jure,1970,288100.0,
Poland,1969,Rural,Male,55 - 59,Estimate - de jure,1970,388200.0,
Poland,1969,Rural,Male,60 - 64,Estimate - de jure,1970,357100.0,
Poland,1969,Rural,Male,65 - 69,Estimate - de jure,1970,269000.0,
Poland,1969,Rural,Male,70 - 74,Estimate - de jure,1970,161600.0,
Poland,1969,Rural,Male,75 - 79,Estimate - de jure,1970,83300.0,
Poland,1969,Rural,Male,80 +,Estimate - de jure,1970,61100.0,
Poland,1969,Urban,Female,0,Estimate - de jure,1970,112900.0,
Poland,1969,Urban,Female,1 - 4,Estimate - de jure,1970,444900.0,
Poland,1969,Urban,Female,10 - 14,Estimate - de jure,1970,822100.0,
Poland,1969,Urban,Female,15 - 19,Estimate - de jure,1970,874500.0,
Poland,1969,Urban,Female,20 - 24,Estimate - de jure,1970,755300.0,
Poland,1969,Urban,Female,25 - 29,Estimate - de jure,1970,592400.0,
Poland,1969,Urban,Female,30 - 34,Estimate - de jure,1970,656900.0,
Poland,1969,Urban,Female,35 - 39,Estimate - de jure,1970,663800.0,
Poland,1969,Urban,Female,40 - 44,Estimate - de jure,1970,629900.0,
Poland,1969,Urban,Female,45 - 49,Estimate - de jure,1970,518900.0,
Poland,1969,Urban,Female,5 - 9,Estimate - de jure,1970,643400.0,
Poland,1969,Urban,Female,50 - 54,Estimate - de jure,1970,332800.0,
Poland,1969,Urban,Female,55 - 59,Estimate - de jure,1970,438900.0,
Poland,1969,Urban,Female,60 - 64,Estimate - de jure,1970,398400.0,
Poland,1969,Urban,Female,65 - 69,Estimate - de jure,1970,321400.0,
Poland,1969,Urban,Female,70 - 74,Estimate - de jure,1970,231000.0,
Poland,1969,Urban,Female,75 - 79,Estimate - de jure,1970,139300.0,
Poland,1969,Urban,Female,80 +,Estimate - de jure,1970,116200.0,
Poland,1969,Urban,Male,0,Estimate - de jure,1970,119600.0,
Poland,1969,Urban,Male,1 - 4,Estimate - de jure,1970,469500.0,
Poland,1969,Urban,Male,10 - 14,Estimate - de jure,1970,859900.0,
Poland,1969,Urban,Male,15 - 19,Estimate - de jure,1970,893000.0,
Poland,1969,Urban,Male,20 - 24,Estimate - de jure,1970,725100.0,
Poland,1969,Urban,Male,25 - 29,Estimate - de jure,1970,576200.0,
Poland,1969,Urban,Male,30 - 34,Estimate - de jure,1970,645000.0,
Poland,1969,Urban,Male,35 - 39,Estimate - de jure,1970,668300.0,
Poland,1969,Urban,Male,40 - 44,Estimate - de jure,1970,583200.0,
Poland,1969,Urban,Male,45 - 49,Estimate - de jure,1970,449400.0,
Poland,1969,Urban,Male,5 - 9,Estimate - de jure,1970,676500.0,
Poland,1969,Urban,Male,50 - 54,Estimate - de jure,1970,267700.0,
Poland,1969,Urban,Male,55 - 59,Estimate - de jure,1970,346600.0,
Poland,1969,Urban,Male,60 - 64,Estimate - de jure,1970,296300.0,
Poland,1969,Urban,Male,65 - 69,Estimate - de jure,1970,209500.0,
Poland,1969,Urban,Male,70 - 74,Estimate - de jure,1970,120500.0,
Poland,1969,Urban,Male,75 - 79,Estimate - de jure,1970,63300.0,
Poland,1969,Urban,Male,80 +,Estimate - de jure,1970,46300.0,
Poland,1970,Rural,Female,0,Census - de facto - complete tabulation,1972,130222.0,
Poland,1970,Rural,Female,1 - 4,Census - de facto - complete tabulation,1972,539775.0,
Poland,1970,Rural,Female,10 - 14,Census - de facto - complete tabulation,1972,871701.0,
Poland,1970,Rural,Female,15 - 19,Census - de facto - complete tabulation,1972,725786.0,
Poland,1970,Rural,Female,20 - 24,Census - de facto - complete tabulation,1972,609025.0,
Poland,1970,Rural,Female,25 - 29,Census - de facto - complete tabulation,1972,372796.0,
Poland,1970,Rural,Female,30 - 34,Census - de facto - complete tabulation,1972,438141.0,
Poland,1970,Rural,Female,35 - 39,Census - de facto - complete tabulation,1972,478641.0,
Poland,1970,Rural,Female,40 - 44,Census - de facto - complete tabulation,1972,519178.0,
Poland,1970,Rural,Female,45 - 49,Census - de facto - complete tabulation,1972,496866.0,
Poland,1970,Rural,Female,5 - 9,Census - de facto - complete tabulation,1972,724722.0,
Poland,1970,Rural,Female,50 - 54,Census - de facto - complete tabulation,1972,342190.0,
Poland,1970,Rural,Female,55 - 59,Census - de facto - complete tabulation,1972,407737.0,
Poland,1970,Rural,Female,60 - 64,Census - de facto - complete tabulation,1972,408465.0,
Poland,1970,Rural,Female,65 - 69,Census - de facto - complete tabulation,1972,331940.0,
Poland,1970,Rural,Female,70 - 74,Census - de facto - complete tabulation,1972,243080.0,
Poland,1970,Rural,Female,75 - 79,Census - de facto - complete tabulation,1972,138471.0,
Poland,1970,Rural,Female,80 +,Census - de facto - complete tabulation,1972,112630.0,
Poland,1970,Rural,Male,0,Census - de facto - complete tabulation,1972,136343.0,
Poland,1970,Rural,Male,1 - 4,Census - de facto - complete tabulation,1972,561041.0,
Poland,1970,Rural,Male,10 - 14,Census - de facto - complete tabulation,1972,907973.0,
Poland,1970,Rural,Male,15 - 19,Census - de facto - complete tabulation,1972,776012.0,
Poland,1970,Rural,Male,20 - 24,Census - de facto - complete tabulation,1972,673524.0,
Poland,1970,Rural,Male,25 - 29,Census - de facto - complete tabulation,1972,400693.0,
Poland,1970,Rural,Male,30 - 34,Census - de facto - complete tabulation,1972,457133.0,
Poland,1970,Rural,Male,35 - 39,Census - de facto - complete tabulation,1972,482218.0,
Poland,1970,Rural,Male,40 - 44,Census - de facto - complete tabulation,1972,484915.0,
Poland,1970,Rural,Male,45 - 49,Census - de facto - complete tabulation,1972,422293.0,
Poland,1970,Rural,Male,5 - 9,Census - de facto - complete tabulation,1972,760681.0,
Poland,1970,Rural,Male,50 - 54,Census - de facto - complete tabulation,1972,298188.0,
Poland,1970,Rural,Male,55 - 59,Census - de facto - complete tabulation,1972,349490.0,
Poland,1970,Rural,Male,60 - 64,Census - de facto - complete tabulation,1972,367785.0,
Poland,1970,Rural,Male,65 - 69,Census - de facto - complete tabulation,1972,277088.0,
Poland,1970,Rural,Male,70 - 74,Census - de facto - complete tabulation,1972,174878.0,
Poland,1970,Rural,Male,75 - 79,Census - de facto - complete tabulation,1972,88431.0,
Poland,1970,Rural,Male,80 +,Census - de facto - complete tabulation,1972,57342.0,
Poland,1970,Urban,Female,0,Census - de facto - complete tabulation,1972,108853.0,
Poland,1970,Urban,Female,1 - 4,Census - de facto - complete tabulation,1972,446278.0,
Poland,1970,Urban,Female,10 - 14,Census - de facto - complete tabulation,1972,787259.0,
Poland,1970,Urban,Female,15 - 19,Census - de facto - complete tabulation,1972,979824.0,
Poland,1970,Urban,Female,20 - 24,Census - de facto - complete tabulation,1972,849540.0,
Poland,1970,Urban,Female,25 - 29,Census - de facto - complete tabulation,1972,566646.0,
Poland,1970,Urban,Female,30 - 34,Census - de facto - complete tabulation,1972,640997.0,
Poland,1970,Urban,Female,35 - 39,Census - de facto - complete tabulation,1972,650976.0,
Poland,1970,Urban,Female,40 - 44,Census - de facto - complete tabulation,1972,639217.0,
Poland,1970,Urban,Female,45 - 49,Census - de facto - complete tabulation,1972,574384.0,
Poland,1970,Urban,Female,5 - 9,Census - de facto - complete tabulation,1972,609468.0,
Poland,1970,Urban,Female,50 - 54,Census - de facto - complete tabulation,1972,351444.0,
Poland,1970,Urban,Female,55 - 59,Census - de facto - complete tabulation,1972,419367.0,
Poland,1970,Urban,Female,60 - 64,Census - de facto - complete tabulation,1972,415067.0,
Poland,1970,Urban,Female,65 - 69,Census - de facto - complete tabulation,1972,333013.0,
Poland,1970,Urban,Female,70 - 74,Census - de facto - complete tabulation,1972,247047.0,
Poland,1970,Urban,Female,75 - 79,Census - de facto - complete tabulation,1972,147680.0,
Poland,1970,Urban,Female,80 +,Census - de facto - complete tabulation,1972,119741.0,
Poland,1970,Urban,Male,0,Census - de facto - complete tabulation,1972,114232.0,
Poland,1970,Urban,Male,1 - 4,Census - de facto - complete tabulation,1972,468906.0,
Poland,1970,Urban,Male,10 - 14,Census - de facto - complete tabulation,1972,822159.0,
Poland,1970,Urban,Male,15 - 19,Census - de facto - complete tabulation,1972,995620.0,
Poland,1970,Urban,Male,20 - 24,Census - de facto - complete tabulation,1972,825283.0,
Poland,1970,Urban,Male,25 - 29,Census - de facto - complete tabulation,1972,548081.0,
Poland,1970,Urban,Male,30 - 34,Census - de facto - complete tabulation,1972,618836.0,
Poland,1970,Urban,Male,35 - 39,Census - de facto - complete tabulation,1972,644754.0,
Poland,1970,Urban,Male,40 - 44,Census - de facto - complete tabulation,1972,612471.0,
Poland,1970,Urban,Male,45 - 49,Census - de facto - complete tabulation,1972,492500.0,
Poland,1970,Urban,Male,5 - 9,Census - de facto - complete tabulation,1972,637863.0,
Poland,1970,Urban,Male,50 - 54,Census - de facto - complete tabulation,1972,289253.0,
Poland,1970,Urban,Male,55 - 59,Census - de facto - complete tabulation,1972,324560.0,
Poland,1970,Urban,Male,60 - 64,Census - de facto - complete tabulation,1972,308466.0,
Poland,1970,Urban,Male,65 - 69,Census - de facto - complete tabulation,1972,221126.0,
Poland,1970,Urban,Male,70 - 74,Census - de facto - complete tabulation,1972,131650.0,
Poland,1970,Urban,Male,75 - 79,Census - de facto - complete tabulation,1972,66571.0,
Poland,1970,Urban,Male,80 +,Census - de facto - complete tabulation,1972,45031.0,
Poland,1972,Rural,Female,0,Estimate - de jure,1973,141700.0,3758.0
Poland,1972,Rural,Female,1 - 4,Estimate - de jure,1973,537100.0,534.0
Poland,1972,Rural,Female,10 - 14,Estimate - de jure,1973,825400.0,236.0
Poland,1972,Rural,Female,15 - 19,Estimate - de jure,1973,764200.0,356.0
Poland,1972,Rural,Female,20 - 24,Estimate - de jure,1973,621100.0,393.0
Poland,1972,Rural,Female,25 - 29,Estimate - de jure,1973,398400.0,258.0
Poland,1972,Rural,Female,30 - 34,Estimate - de jure,1973,405400.0,376.0
Poland,1972,Rural,Female,35 - 39,Estimate - de jure,1973,457300.0,611.0
Poland,1972,Rural,Female,40 - 44,Estimate - de jure,1973,513700.0,924.0
Poland,1972,Rural,Female,45 - 49,Estimate - de jure,1973,507700.0,1402.0
Poland,1972,Rural,Female,5 - 9,Estimate - de jure,1973,690000.0,264.0
Poland,1972,Rural,Female,50 - 54,Estimate - de jure,1973,384700.0,1749.0
Poland,1972,Rural,Female,55 - 59,Estimate - de jure,1973,361100.0,2567.0
Poland,1972,Rural,Female,60 - 64,Estimate - de jure,1973,409400.0,4449.0
Poland,1972,Rural,Female,65 - 69,Estimate - de jure,1973,342700.0,6704.0
Poland,1972,Rural,Female,70 - 74,Estimate - de jure,1973,257700.0,9293.0
Poland,1972,Rural,Female,75 - 79,Estimate - de jure,1973,150100.0,10110.0
Poland,1972,Rural,Female,80 +,Estimate - de jure,1973,115400.0,16259.0
Poland,1972,Rural,Male,0,Estimate - de jure,1973,150000.0,5112.0
Poland,1972,Rural,Male,1 - 4,Estimate - de jure,1973,560900.0,655.0
Poland,1972,Rural,Male,10 - 14,Estimate - de jure,1973,861100.0,370.0
Poland,1972,Rural,Male,15 - 19,Estimate - de jure,1973,818800.0,967.0
Poland,1972,Rural,Male,20 - 24,Estimate - de jure,1973,704000.0,1634.0
Poland,1972,Rural,Male,25 - 29,Estimate - de jure,1973,427100.0,972.0
Poland,1972,Rural,Male,30 - 34,Estimate - de jure,1973,423700.0,1065.0
Poland,1972,Rural,Male,35 - 39,Estimate - de jure,1973,464100.0,1451.0
Poland,1972,Rural,Male,40 - 44,Estimate - de jure,1973,494200.0,1999.0
Poland,1972,Rural,Male,45 - 49,Estimate - de jure,1973,434200.0,2442.0
Poland,1972,Rural,Male,5 - 9,Estimate - de jure,1973,723200.0,422.0
Poland,1972,Rural,Male,50 - 54,Estimate - de jure,1973,333200.0,2740.0
Poland,1972,Rural,Male,55 - 59,Estimate - de jure,1973,305500.0,4061.0
Poland,1972,Rural,Male,60 - 64,Estimate - de jure,1973,362300.0,7799.0
Poland,1972,Rural,Male,65 - 69,Estimate - de jure,1973,288600.0,10314.0
Poland,1972,Rural,Male,70 - 74,Estimate - de jure,1973,187900.0,10571.0
Poland,1972,Rural,Male,75 - 79,Estimate - de jure,1973,96300.0,8761.0
Poland,1972,Rural,Male,80 +,Estimate - de jure,1973,58900.0,9538.0
Poland,1972,Urban,Female,0,Estimate - de jure,1973,125700.0,3026.0
Poland,1972,Urban,Female,1 - 4,Estimate - de jure,1973,471900.0,346.0
Poland,1972,Urban,Female,10 - 14,Estimate - de jure,1973,730700.0,191.0
Poland,1972,Urban,Female,15 - 19,Estimate - de jure,1973,956000.0,361.0
Poland,1972,Urban,Female,20 - 24,Estimate - de jure,1973,941700.0,426.0
Poland,1972,Urban,Female,25 - 29,Estimate - de jure,1973,648100.0,377.0
Poland,1972,Urban,Female,30 - 34,Estimate - de jure,1973,622400.0,541.0
Poland,1972,Urban,Female,35 - 39,Estimate - de jure,1973,652500.0,828.0
Poland,1972,Urban,Female,40 - 44,Estimate - de jure,1973,654600.0,1396.0
Poland,1972,Urban,Female,45 - 49,Estimate - de jure,1973,606700.0,2060.0
Poland,1972,Urban,Female,5 - 9,Estimate - de jure,1973,594300.0,183.0
Poland,1972,Urban,Female,50 - 54,Estimate - de jure,1973,410400.0,2126.0
Poland,1972,Urban,Female,55 - 59,Estimate - de jure,1973,375600.0,3072.0
Poland,1972,Urban,Female,60 - 64,Estimate - de jure,1973,423000.0,5383.0
